trade_date,close
2023-01-23,3964.550190719118
2023-01-24,4019.677171268621
2023-01-25,4020.5931215879486
2023-01-26,4017.1902898574676
2023-01-27,4056.951664222662
2023-01-30,4072.751805674185
2023-01-31,4024.6646631397634
2023-02-01,4069.0756887035145
2023-02-02,4118.731245907147
2023-02-03,4176.826614115736
2023-02-06,4144.864621773369
2023-02-07,4112.673413072209
2023-02-08,4158.52490930971
2023-02-09,4126.137083289221
2023-02-10,4084.1382953953694
2023-02-13,4088.940117619178
2023-02-14,4134.007140493356
2023-02-15,4139.45023333703
2023-02-16,4147.463486110242
2023-02-17,4097.827865646367
2023-02-21,4078.6991387763787
2023-02-22,4006.0965920959197
2023-02-23,3988.842085452095
2023-02-24,4010.911981209151
2023-02-27,3976.3185540626896
2023-02-28,3980.0500237354313
2023-03-01,3972.956427438289
2023-03-02,3953.7262849639915
2023-03-03,3978.4568848637737
2023-03-06,4041.590893158524
2023-03-07,4052.1559129064676
2023-03-08,3993.76193382037
2023-03-09,3989.679632263911
2023-03-10,3926.986886213288
2023-03-13,3864.747109019074
2023-03-14,3854.649966635861
2023-03-15,3913.7227383663712
2023-03-16,3898.515366867204
2023-03-17,3953.173778287561
2023-03-20,3925.2329813169567
2023-03-21,3946.964269533785
2023-03-22,4000.362481474336
2023-03-23,3947.0218674431694
2023-03-24,3945.4994405159755
2023-03-27,3970.264929059935
2023-03-28,3978.884928221485
2023-03-29,3973.2100437774607
2023-03-30,4022.7975180786543
2023-03-31,4052.0994456887083
2023-04-03,4105.545023854754
2023-04-04,4126.775104362545
2023-04-05,4104.757156633853
2023-04-06,4091.3513755246568
2023-04-10,4104.131806854297
2023-04-11,4110.4258480364115
2023-04-12,4110.198465892302
2023-04-13,4094.6958242727774
2023-04-14,4141.038478675133
2023-04-17,4142.05975346535
2023-04-18,4150.613051663305
2023-04-19,4156.211128244172
2023-04-20,4155.787299686437
2023-04-21,4133.3263087294545
2023-04-24,4133.065755107142
2023-04-25,4137.9175941382555
2023-04-26,4079.427230830915
2023-04-27,4055.583284795209
2023-04-28,4127.705866848423
2023-05-01,4170.632967473046
2023-05-02,4170.601250525306
2023-05-03,4125.391754629986
2023-05-04,4092.5604457565096
2023-05-05,4063.90578158834
2023-05-08,4128.543313809985
2023-05-09,4142.227004300848
2023-05-10,4122.190861808389
2023-05-11,4136.050686113851
2023-05-12,4133.162783129087
2023-05-15,4125.487726491689
2023-05-16,4135.841895742459
2023-05-17,4114.101775486011
2023-05-18,4153.80842518746
2023-05-19,4197.283329607551
2023-05-22,4195.3203904399925
2023-05-23,4193.385753797072
2023-05-24,4151.35680628001
2023-05-25,4117.300355039392
2023-05-26,4147.486247591632
2023-05-30,4202.659033836677
2023-05-31,4208.82854211204
2023-06-01,4183.443704363611
2023-06-02,4216.972764007968
2023-06-05,4279.096871925014
2023-06-06,4278.201177037172
2023-06-07,4283.621075868835
2023-06-08,4270.635830286911
2023-06-09,4291.7751798991685
2023-06-12,4300.549926436016
2023-06-13,4336.307063829216
2023-06-14,4368.826077771604
2023-06-15,4374.601971813594
2023-06-16,4421.925070501814
2023-06-20,4414.531282373524
2023-06-21,4391.236339985573
2023-06-22,4368.2198642050635
2023-06-23,4380.499327920566
2023-06-26,4353.415198554952
2023-06-27,4330.470267913746
2023-06-28,4373.884519589381
2023-06-29,4380.15144064721
2023-06-30,4395.5956652836585
2023-07-03,4447.05752263312
2023-07-05,4458.43967666715
2023-07-06,4449.046807945823
2023-07-07,4415.819648989063
2023-07-10,4399.892561968061
2023-07-11,4409.130863777551
2023-07-12,4437.944677223954
2023-07-13,4471.334728578667
2023-07-14,4508.902584318215
