trade_date,close,predict
2013-05-16,1650.469971,1647.0740966796875
2013-05-17,1667.469971,1647.6312255859375
2013-05-20,1666.290039,1652.54736328125
2013-05-21,1669.160034,1655.5958251953125
2013-05-22,1655.349976,1657.469970703125
2013-05-23,1650.51001,1652.240966796875
2013-05-24,1649.599976,1647.9188232421875
2013-05-28,1660.060059,1657.2384033203125
2013-05-29,1648.359985,1647.543701171875
2013-05-30,1654.410034,1649.9007568359375
2013-05-31,1630.73999,1643.878173828125
2013-06-03,1640.420044,1632.1031494140625
2013-06-04,1631.380005,1626.3299560546875
2013-06-05,1608.900024,1631.6961669921875
2013-06-06,1622.560059,1607.95751953125
2013-06-07,1643.380005,1639.2816162109375
2013-06-10,1642.810059,1646.62255859375
2013-06-11,1626.130005,1624.983154296875
2013-06-12,1612.52002,1614.03173828125
2013-06-13,1636.359985,1630.8740234375
2013-06-14,1626.72998,1623.0159912109375
2013-06-17,1639.040039,1637.5006103515625
2013-06-18,1651.810059,1648.7015380859375
2013-06-19,1628.930054,1631.976318359375
2013-06-20,1588.189941,1615.0048828125
2013-06-21,1592.430054,1584.6966552734375
2013-06-24,1573.089966,1576.3404541015625
2013-06-25,1588.030029,1591.828857421875
2013-06-26,1603.26001,1613.831787109375
2013-06-27,1613.199951,1609.5946044921875
2013-06-28,1606.280029,1609.300048828125
2013-07-01,1614.959961,1615.55078125
2013-07-02,1614.079956,1615.6424560546875
2013-07-03,1615.410034,1613.2001953125
2013-07-05,1631.890015,1629.060791015625
2013-07-08,1640.459961,1635.311279296875
2013-07-09,1652.319946,1646.527587890625
2013-07-10,1652.619995,1649.5716552734375
2013-07-11,1675.02002,1656.6466064453125
2013-07-12,1680.189941,1662.8743896484375
2013-07-15,1682.5,1665.2760009765625
2013-07-16,1676.26001,1669.2860107421875
2013-07-17,1680.910034,1671.6512451171875
2013-07-18,1689.369995,1673.7071533203125
2013-07-19,1692.089966,1676.661376953125
2013-07-22,1695.530029,1678.7955322265625
2013-07-23,1692.390015,1683.44921875
2013-07-24,1685.939941,1683.8746337890625
2013-07-25,1690.25,1683.954345703125
2013-07-26,1691.6500239999998,1685.2247314453125
2013-07-29,1685.3299559999998,1684.7838134765625
2013-07-30,1685.959961,1683.1348876953125
2013-07-31,1685.72998,1682.8905029296875
2013-08-01,1706.869995,1685.787109375
2013-08-02,1709.6700440000002,1689.548828125
2013-08-05,1707.140015,1692.1146240234375
2013-08-06,1697.369995,1698.0091552734375
2013-08-07,1690.910034,1686.115966796875
2013-08-08,1697.47998,1692.275634765625
2013-08-09,1691.4200440000002,1686.91943359375
2013-08-12,1689.469971,1687.4713134765625
2013-08-13,1694.160034,1692.5875244140625
2013-08-14,1685.390015,1683.945068359375
2013-08-15,1661.319946,1658.3465576171875
2013-08-16,1655.829956,1648.90234375
2013-08-19,1646.060059,1649.260009765625
2013-08-20,1652.349976,1648.62451171875
2013-08-21,1642.800049,1646.1109619140625
2013-08-22,1656.959961,1644.7659912109375
2013-08-23,1663.5,1660.1832275390625
2013-08-26,1656.780029,1660.17333984375
2013-08-27,1630.47998,1631.3516845703125
2013-08-28,1634.959961,1629.39990234375
2013-08-29,1638.170044,1647.17578125
2013-08-30,1632.969971,1626.9765625
2013-09-03,1639.77002,1644.2374267578125
2013-09-04,1653.079956,1645.6539306640625
2013-09-05,1655.079956,1658.0233154296875
2013-09-06,1655.170044,1660.42724609375
2013-09-09,1671.709961,1666.8709716796875
2013-09-10,1683.9899899999998,1678.4356689453125
2013-09-11,1689.130005,1686.6031494140625
2013-09-12,1683.4200440000002,1682.853759765625
2013-09-13,1687.9899899999998,1687.691650390625
2013-09-16,1697.5999760000002,1693.8284912109375
2013-09-17,1704.7600100000002,1694.15185546875
2013-09-18,1725.52002,1700.9609375
2013-09-19,1722.339966,1707.425537109375
2013-09-20,1709.910034,1712.302978515625
2013-09-23,1701.839966,1705.7587890625
2013-09-24,1697.4200440000002,1693.56005859375
2013-09-25,1692.77002,1688.979736328125
2013-09-26,1698.6700440000002,1693.4063720703125
2013-09-27,1691.75,1689.673095703125
2013-09-30,1681.550049,1678.4935302734375
2013-10-01,1695.0,1691.244873046875
2013-10-02,1693.869995,1692.1571044921875
2013-10-03,1678.660034,1676.1011962890625
2013-10-04,1690.5,1689.0128173828125
2013-10-07,1676.119995,1677.91796875
2013-10-08,1655.449951,1650.513916015625
2013-10-09,1656.400024,1665.1617431640625
2013-10-10,1692.560059,1689.073974609375
2013-10-11,1703.199951,1697.6239013671875
2013-10-14,1710.140015,1705.91162109375
2013-10-15,1698.060059,1693.8289794921875
2013-10-16,1721.540039,1706.5511474609375
2013-10-17,1733.1500239999998,1714.4078369140625
2013-10-18,1744.5,1717.74072265625
2013-10-21,1744.660034,1727.7569580078125
2013-10-22,1754.6700440000002,1731.717041015625
2013-10-23,1746.380005,1737.819091796875
2013-10-24,1752.069946,1740.19482421875
2013-10-25,1759.77002,1741.3558349609375
2013-10-28,1762.109985,1747.0047607421875
2013-10-29,1771.949951,1750.3560791015625
2013-10-30,1763.310059,1755.393310546875
2013-10-31,1756.540039,1757.525390625
2013-11-01,1761.640015,1756.1632080078125
2013-11-04,1767.930054,1757.314697265625
2013-11-05,1762.969971,1758.48583984375
2013-11-06,1770.4899899999998,1760.156982421875
2013-11-07,1747.1500239999998,1756.250244140625
2013-11-08,1770.609985,1760.5653076171875
2013-11-11,1771.890015,1763.7073974609375
2013-11-12,1767.689941,1763.999755859375
2013-11-13,1782.0,1763.2603759765625
2013-11-14,1790.619995,1767.111083984375
2013-11-15,1798.180054,1775.1357421875
2013-11-18,1791.530029,1781.218017578125
2013-11-19,1787.869995,1784.76416015625
2013-11-20,1781.369995,1783.7318115234375
2013-11-21,1795.8499760000002,1784.2861328125
2013-11-22,1804.7600100000002,1785.554931640625
2013-11-25,1802.47998,1791.2701416015625
2013-11-26,1802.75,1793.296630859375
2013-11-27,1807.22998,1795.0118408203125
2013-11-29,1805.810059,1796.5189208984375
2013-12-02,1800.9000239999998,1798.7342529296875
2013-12-03,1795.1500239999998,1794.4190673828125
2013-12-04,1792.810059,1789.1781005859375
2013-12-05,1785.030029,1787.6927490234375
2013-12-06,1805.089966,1794.9923095703125
2013-12-09,1808.369995,1798.4058837890625
2013-12-10,1802.619995,1799.625
2013-12-11,1782.219971,1781.562744140625
2013-12-12,1775.5,1781.7698974609375
2013-12-13,1775.319946,1772.942626953125
2013-12-16,1786.540039,1788.1678466796875
2013-12-17,1781.0,1782.3941650390625
2013-12-18,1810.6500239999998,1792.0953369140625
2013-12-19,1809.5999760000002,1799.0948486328125
2013-12-20,1818.319946,1802.4283447265625
2013-12-23,1827.9899899999998,1803.5587158203125
2013-12-24,1833.319946,1811.142822265625
2013-12-26,1842.02002,1816.470458984375
2013-12-27,1841.4000239999998,1826.2679443359375
2013-12-30,1841.069946,1830.2208251953125
2013-12-31,1848.359985,1832.258056640625
2014-01-02,1831.97998,1828.18603515625
2014-01-03,1831.369995,1829.9010009765625
2014-01-06,1826.77002,1828.564697265625
2014-01-07,1837.880005,1831.1424560546875
2014-01-08,1837.4899899999998,1834.0780029296875
2014-01-09,1838.130005,1834.0059814453125
2014-01-10,1842.369995,1834.2879638671875
2014-01-13,1819.199951,1822.8194580078125
2014-01-14,1838.880005,1828.9150390625
2014-01-15,1848.380005,1836.6287841796875
2014-01-16,1845.890015,1837.1151123046875
2014-01-17,1838.699951,1837.836669921875
2014-01-21,1843.800049,1838.8936767578125
2014-01-22,1844.859985,1838.575439453125
2014-01-23,1828.459961,1822.7728271484375
2014-01-24,1790.290039,1794.852294921875
2014-01-27,1781.560059,1789.7396240234375
2014-01-28,1792.5,1789.241943359375
2014-01-29,1774.199951,1769.1260986328125
2014-01-30,1794.189941,1794.9228515625
2014-01-31,1782.589966,1777.2791748046875
2014-02-03,1741.890015,1749.3592529296875
2014-02-04,1755.199951,1748.84228515625
2014-02-05,1751.640015,1749.230712890625
2014-02-06,1773.430054,1770.6541748046875
2014-02-07,1797.02002,1791.474853515625
2014-02-10,1799.839966,1794.1207275390625
2014-02-11,1819.75,1804.360107421875
2014-02-12,1819.2600100000002,1816.0421142578125
2014-02-13,1829.8299559999998,1818.642578125
2014-02-14,1838.630005,1835.3720703125
2014-02-18,1840.7600100000002,1838.42138671875
2014-02-19,1828.75,1826.6142578125
2014-02-20,1839.780029,1836.999755859375
2014-02-21,1836.25,1833.3289794921875
2014-02-24,1847.609985,1838.9427490234375
2014-02-25,1845.119995,1838.903564453125
2014-02-26,1845.160034,1840.7730712890625
2014-02-27,1854.290039,1841.15234375
2014-02-28,1859.449951,1840.535400390625
2014-03-03,1845.72998,1841.7781982421875
2014-03-04,1873.910034,1840.596923828125
2014-03-05,1873.810059,1854.2181396484375
2014-03-06,1877.030029,1861.8681640625
2014-03-07,1878.040039,1864.0050048828125
2014-03-10,1877.1700440000002,1867.4453125
2014-03-11,1867.630005,1869.0963134765625
2014-03-12,1868.199951,1865.97265625
2014-03-13,1846.339966,1863.054443359375
2014-03-14,1841.130005,1839.707275390625
2014-03-17,1858.8299559999998,1851.218505859375
2014-03-18,1872.25,1864.0758056640625
2014-03-19,1860.77002,1863.0421142578125
2014-03-20,1872.0100100000002,1869.727294921875
2014-03-21,1866.52002,1864.0247802734375
2014-03-24,1857.439941,1859.9346923828125
2014-03-25,1865.619995,1863.6719970703125
2014-03-26,1852.560059,1854.3924560546875
2014-03-27,1849.040039,1844.0831298828125
2014-03-28,1857.619995,1856.53564453125
2014-03-31,1872.339966,1868.470703125
2014-04-01,1885.52002,1869.134033203125
2014-04-02,1890.9000239999998,1872.25146484375
2014-04-03,1888.77002,1876.219482421875
2014-04-04,1865.089966,1868.2674560546875
2014-04-07,1845.040039,1841.7930908203125
2014-04-08,1851.959961,1850.4405517578125
2014-04-09,1872.180054,1867.4146728515625
2014-04-10,1833.0799559999998,1837.182373046875
2014-04-11,1815.689941,1808.041748046875
2014-04-14,1830.609985,1836.16796875
2014-04-15,1842.97998,1838.342041015625
2014-04-16,1862.310059,1857.449951171875
2014-04-17,1864.8499760000002,1860.806396484375
2014-04-21,1871.890015,1868.158447265625
2014-04-22,1879.550049,1875.6146240234375
2014-04-23,1875.390015,1870.0103759765625
2014-04-24,1878.609985,1875.21533203125
2014-04-25,1863.4000239999998,1857.6566162109375
2014-04-28,1869.430054,1864.815673828125
2014-04-29,1878.3299559999998,1874.922119140625
2014-04-30,1883.949951,1879.3543701171875
2014-05-01,1883.680054,1879.0009765625
2014-05-02,1881.140015,1876.837890625
2014-05-05,1884.660034,1879.0592041015625
2014-05-06,1867.719971,1867.3421630859375
2014-05-07,1878.209961,1874.09814453125
2014-05-08,1875.630005,1873.2288818359375
2014-05-09,1878.47998,1875.52685546875
2014-05-12,1896.6500239999998,1880.34716796875
2014-05-13,1897.449951,1883.0667724609375
2014-05-14,1888.530029,1883.8834228515625
2014-05-15,1870.8499760000002,1868.847412109375
2014-05-16,1877.859985,1874.66845703125
2014-05-19,1885.0799559999998,1880.8443603515625
2014-05-20,1872.8299559999998,1869.0235595703125
2014-05-21,1888.030029,1882.6361083984375
2014-05-22,1892.4899899999998,1885.8798828125
2014-05-23,1900.530029,1887.090087890625
2014-05-27,1911.910034,1887.14453125
2014-05-28,1909.780029,1893.9058837890625
2014-05-29,1920.030029,1897.9158935546875
2014-05-30,1923.569946,1904.1470947265625
2014-06-02,1924.969971,1909.6644287109375
2014-06-03,1924.2399899999998,1910.9134521484375
