trade_date,close,predict
14/10/2013,[1703.199951],[1848.466064453125]
15/10/2013,[1710.140015],[1857.1318359375]
16/10/2013,[1698.060059],[1865.53271484375]
17/10/2013,[1721.540039],[1852.916259765625]
18/10/2013,[1733.1500239999998],[1865.67138671875]
21/10/2013,[1744.5],[1874.9267578125]
22/10/2013,[1744.660034],[1878.95556640625]
23/10/2013,[1754.6700440000002],[1882.320068359375]
24/10/2013,[1746.380005],[1888.4212646484375]
25/10/2013,[1752.069946],[1882.0101318359375]
28/10/2013,[1759.77002],[1882.5023193359375]
29/10/2013,[1762.109985],[1892.3341064453125]
30/10/2013,[1771.949951],[1892.597412109375]
31/10/2013,[1763.310059],[1899.00732421875]
1/11/2013,[1756.540039],[1892.3350830078125]
4/11/2013,[1761.640015],[1891.257568359375]
5/11/2013,[1767.930054],[1893.3203125]
6/11/2013,[1762.969971],[1897.53125]
7/11/2013,[1770.4899899999998],[1893.7237548828125]
8/11/2013,[1747.1500239999998],[1904.0306396484375]
11/11/2013,[1770.609985],[1885.9066162109375]
12/11/2013,[1771.890015],[1901.6063232421875]
13/11/2013,[1767.689941],[1907.15625]
14/11/2013,[1782.0],[1904.468994140625]
15/11/2013,[1790.619995],[1914.63623046875]
18/11/2013,[1798.180054],[1920.699462890625]
19/11/2013,[1791.530029],[1929.605224609375]
20/11/2013,[1787.869995],[1925.9503173828125]
21/11/2013,[1781.369995],[1924.005126953125]
22/11/2013,[1795.8499760000002],[1917.8260498046875]
25/11/2013,[1804.7600100000002],[1930.60986328125]
26/11/2013,[1802.47998],[1935.79248046875]
27/11/2013,[1802.75],[1936.523193359375]
29/11/2013,[1807.22998],[1937.1966552734375]
2/12/2013,[1805.810059],[1937.6541748046875]
3/12/2013,[1800.9000239999998],[1936.76171875]
4/12/2013,[1795.1500239999998],[1936.7296142578125]
5/12/2013,[1792.810059],[1930.345703125]
6/12/2013,[1785.030029],[1925.47021484375]
9/12/2013,[1805.089966],[1921.741943359375]
10/12/2013,[1808.369995],[1937.4654541015625]
11/12/2013,[1802.619995],[1940.480224609375]
12/12/2013,[1782.219971],[1937.1395263671875]
13/12/2013,[1775.5],[1921.1322021484375]
16/12/2013,[1775.319946],[1915.0343017578125]
17/12/2013,[1786.540039],[1917.551513671875]
18/12/2013,[1781.0],[1926.220458984375]
19/12/2013,[1810.6500239999998],[1922.147705078125]
20/12/2013,[1809.5999760000002],[1938.8289794921875]
23/12/2013,[1818.319946],[1940.00390625]
24/12/2013,[1827.9899899999998],[1939.785400390625]
26/12/2013,[1833.319946],[1948.24365234375]
27/12/2013,[1842.02002],[1950.3914794921875]
30/12/2013,[1841.4000239999998],[1957.9024658203125]
31/12/2013,[1841.069946],[1956.9061279296875]
2/1/2014,[1848.359985],[1959.2081298828125]
3/1/2014,[1831.97998],[1963.8416748046875]
6/1/2014,[1831.369995],[1955.6650390625]
7/1/2014,[1826.77002],[1951.0574951171875]
8/1/2014,[1837.880005],[1948.997314453125]
9/1/2014,[1837.4899899999998],[1957.6739501953125]
10/1/2014,[1838.130005],[1955.7353515625]
13/1/2014,[1842.369995],[1955.5802001953125]
14/1/2014,[1819.199951],[1960.2952880859375]
15/1/2014,[1838.880005],[1945.406982421875]
16/1/2014,[1848.380005],[1957.112060546875]
17/1/2014,[1845.890015],[1960.6046142578125]
21/1/2014,[1838.699951],[1962.4639892578125]
22/1/2014,[1843.800049],[1957.9989013671875]
23/1/2014,[1844.859985],[1959.121337890625]
24/1/2014,[1828.459961],[1961.3621826171875]
27/1/2014,[1790.290039],[1949.66796875]
28/1/2014,[1781.560059],[1921.2452392578125]
29/1/2014,[1792.5],[1913.337646484375]
30/1/2014,[1774.199951],[1924.501953125]
31/1/2014,[1794.189941],[1911.1519775390625]
3/2/2014,[1782.589966],[1928.4580078125]
4/2/2014,[1741.890015],[1914.8311767578125]
5/2/2014,[1755.199951],[1887.36962890625]
6/2/2014,[1751.640015],[1892.6610107421875]
7/2/2014,[1773.430054],[1886.8099365234375]
10/2/2014,[1797.02002],[1907.81591796875]
11/2/2014,[1799.839966],[1925.324951171875]
12/2/2014,[1819.75],[1927.2081298828125]
13/2/2014,[1819.2600100000002],[1942.737548828125]
14/2/2014,[1829.8299559999998],[1946.8626708984375]
18/2/2014,[1838.630005],[1949.0458984375]
19/2/2014,[1840.7600100000002],[1951.3021240234375]
20/2/2014,[1828.75],[1957.9625244140625]
21/2/2014,[1839.780029],[1949.699462890625]
24/2/2014,[1836.25],[1956.3563232421875]
25/2/2014,[1847.609985],[1956.772705078125]
26/2/2014,[1845.119995],[1958.791748046875]
27/2/2014,[1845.160034],[1955.765869140625]
28/2/2014,[1854.290039],[1956.0631103515625]
3/3/2014,[1859.449951],[1961.60107421875]
4/3/2014,[1845.72998],[1964.84375]
5/3/2014,[1873.910034],[1958.129150390625]
6/3/2014,[1873.810059],[1976.8343505859375]
7/3/2014,[1877.030029],[1976.72705078125]
10/3/2014,[1878.040039],[1978.6866455078125]
11/3/2014,[1877.1700440000002],[1979.947509765625]
12/3/2014,[1867.630005],[1978.224853515625]
13/3/2014,[1868.199951],[1973.25390625]
14/3/2014,[1846.339966],[1971.4913330078125]
17/3/2014,[1841.130005],[1961.06591796875]
18/3/2014,[1858.8299559999998],[1959.0343017578125]
19/3/2014,[1872.25],[1971.8150634765625]
20/3/2014,[1860.77002],[1977.75244140625]
21/3/2014,[1872.0100100000002],[1972.400146484375]
24/3/2014,[1866.52002],[1978.62353515625]
25/3/2014,[1857.439941],[1972.2347412109375]
26/3/2014,[1865.619995],[1967.2047119140625]
27/3/2014,[1852.560059],[1973.025634765625]
28/3/2014,[1849.040039],[1965.4466552734375]
31/3/2014,[1857.619995],[1964.8389892578125]
1/4/2014,[1872.339966],[1969.3865966796875]
2/4/2014,[1885.52002],[1978.2381591796875]
3/4/2014,[1890.9000239999998],[1987.8834228515625]
4/4/2014,[1888.77002],[1990.0693359375]
7/4/2014,[1865.089966],[1985.4063720703125]
8/4/2014,[1845.040039],[1971.7901611328125]
9/4/2014,[1851.959961],[1961.994384765625]
10/4/2014,[1872.180054],[1964.1636962890625]
11/4/2014,[1833.0799559999998],[1977.9542236328125]
14/4/2014,[1815.689941],[1957.285400390625]
15/4/2014,[1830.609985],[1944.7489013671875]
16/4/2014,[1842.97998],[1953.5584716796875]
17/4/2014,[1862.310059],[1960.3341064453125]
21/4/2014,[1864.8499760000002],[1972.7452392578125]
22/4/2014,[1871.890015],[1971.7591552734375]
23/4/2014,[1879.550049],[1977.4521484375]
24/4/2014,[1875.390015],[1983.13330078125]
25/4/2014,[1878.609985],[1979.2471923828125]
28/4/2014,[1863.4000239999998],[1979.82421875]
29/4/2014,[1869.430054],[1971.4049072265625]
30/4/2014,[1878.3299559999998],[1973.636962890625]
1/5/2014,[1883.949951],[1977.2958984375]
2/5/2014,[1883.680054],[1985.049560546875]
5/5/2014,[1881.140015],[1986.14208984375]
6/5/2014,[1884.660034],[1980.408935546875]
7/5/2014,[1867.719971],[1980.0546875]
8/5/2014,[1878.209961],[1970.6844482421875]
9/5/2014,[1875.630005],[1979.3189697265625]
12/5/2014,[1878.47998],[1978.2254638671875]
13/5/2014,[1896.6500239999998],[1980.279052734375]
14/5/2014,[1897.449951],[1992.2967529296875]
15/5/2014,[1888.530029],[1991.54150390625]
16/5/2014,[1870.8499760000002],[1986.8104248046875]
19/5/2014,[1877.859985],[1974.7000732421875]
20/5/2014,[1885.0799559999998],[1977.45166015625]
21/5/2014,[1872.8299559999998],[1982.0531005859375]
22/5/2014,[1888.030029],[1977.3189697265625]
23/5/2014,[1892.4899899999998],[1987.9312744140625]
27/5/2014,[1900.530029],[1989.3497314453125]
28/5/2014,[1911.910034],[1995.100341796875]
29/5/2014,[1909.780029],[2000.108154296875]
30/5/2014,[1920.030029],[1997.5771484375]
2/6/2014,[1923.569946],[2005.3856201171875]
3/6/2014,[1924.969971],[2005.97998046875]
4/6/2014,[1924.2399899999998],[2006.9234619140625]
5/6/2014,[1927.880005],[2006.824462890625]
6/6/2014,[1940.459961],[2009.9891357421875]
9/6/2014,[1949.439941],[2016.98681640625]
10/6/2014,[1951.27002],[2021.98583984375]
11/6/2014,[1950.790039],[2025.171630859375]
12/6/2014,[1943.890015],[2023.963623046875]
13/6/2014,[1930.109985],[2018.228759765625]
16/6/2014,[1936.160034],[2007.89892578125]
17/6/2014,[1937.780029],[2012.0697021484375]
18/6/2014,[1941.9899899999998],[2014.2589111328125]
19/6/2014,[1956.97998],[2018.499755859375]
20/6/2014,[1959.47998],[2030.26025390625]
23/6/2014,[1962.869995],[2031.3319091796875]
24/6/2014,[1962.609985],[2035.3040771484375]
25/6/2014,[1949.97998],[2032.4893798828125]
26/6/2014,[1959.530029],[2022.3250732421875]
27/6/2014,[1957.219971],[2028.863037109375]
30/6/2014,[1960.959961],[2028.13916015625]
1/7/2014,[1960.22998],[2033.568603515625]
2/7/2014,[1973.319946],[2032.843017578125]
3/7/2014,[1974.619995],[2043.457763671875]
7/7/2014,[1985.439941],[2041.73583984375]
8/7/2014,[1977.6500239999998],[2049.388427734375]
9/7/2014,[1963.709961],[2043.25244140625]
10/7/2014,[1972.8299559999998],[2032.5797119140625]
11/7/2014,[1964.680054],[2041.0325927734375]
14/7/2014,[1967.569946],[2032.523681640625]
15/7/2014,[1977.0999760000002],[2036.76318359375]
16/7/2014,[1973.280029],[2044.1217041015625]
17/7/2014,[1981.569946],[2040.812255859375]
18/7/2014,[1958.119995],[2047.4451904296875]
21/7/2014,[1978.219971],[2029.9376220703125]
22/7/2014,[1973.630005],[2047.0111083984375]
23/7/2014,[1983.530029],[2040.5863037109375]
24/7/2014,[1987.0100100000002],[2049.67041015625]
25/7/2014,[1987.97998],[2052.285888671875]
28/7/2014,[1978.339966],[2053.311767578125]
29/7/2014,[1978.910034],[2046.552734375]
30/7/2014,[1969.949951],[2041.463623046875]
31/7/2014,[1970.069946],[2036.13134765625]
1/8/2014,[1930.6700440000002],[2036.0538330078125]
4/8/2014,[1925.1500239999998],[2013.6759033203125]
5/8/2014,[1938.9899899999998],[2008.5361328125]
6/8/2014,[1920.209961],[2020.1015625]
7/8/2014,[1920.2399899999998],[2006.960693359375]
8/8/2014,[1909.569946],[2007.5787353515625]
11/8/2014,[1931.589966],[1997.8135986328125]
12/8/2014,[1936.9200440000002],[2015.8580322265625]
13/8/2014,[1933.75],[2018.5135498046875]
14/8/2014,[1946.719971],[2015.7235107421875]
15/8/2014,[1955.180054],[2025.572998046875]
18/8/2014,[1955.060059],[2029.8963623046875]
19/8/2014,[1971.7399899999998],[2029.37548828125]
20/8/2014,[1981.5999760000002],[2039.7904052734375]
21/8/2014,[1986.5100100000002],[2050.46142578125]
22/8/2014,[1992.369995],[2052.829345703125]
25/8/2014,[1988.4000239999998],[2054.72900390625]
26/8/2014,[1997.9200440000002],[2049.630615234375]
27/8/2014,[2000.02002],[2059.897216796875]
28/8/2014,[2000.119995],[2061.001220703125]
29/8/2014,[1996.7399899999998],[2058.41748046875]
2/9/2014,[2003.369995],[2054.342529296875]
3/9/2014,[2002.280029],[2062.661376953125]
4/9/2014,[2000.719971],[2061.75927734375]
5/9/2014,[1997.6500239999998],[2058.843505859375]
8/9/2014,[2007.709961],[2057.613037109375]
9/9/2014,[2001.540039],[2065.1025390625]
10/9/2014,[1988.439941],[2060.57421875]
11/9/2014,[1995.689941],[2049.5791015625]
12/9/2014,[1997.449951],[2056.666259765625]
15/9/2014,[1985.540039],[2057.48388671875]
16/9/2014,[1984.130005],[2048.456787109375]
17/9/2014,[1998.97998],[2045.62548828125]
18/9/2014,[2001.569946],[2060.697998046875]
19/9/2014,[2011.359985],[2064.244873046875]
22/9/2014,[2010.4000239999998],[2072.98388671875]
23/9/2014,[1994.290039],[2072.8623046875]
24/9/2014,[1982.77002],[2059.099609375]
25/9/2014,[1998.300049],[2050.1923828125]
26/9/2014,[1965.9899899999998],[2060.1767578125]
29/9/2014,[1982.8499760000002],[2036.861083984375]
30/9/2014,[1977.800049],[2052.83642578125]
1/10/2014,[1972.290039],[2046.7916259765625]
2/10/2014,[1946.160034],[2041.895263671875]
3/10/2014,[1946.1700440000002],[2025.8734130859375]
6/10/2014,[1967.9000239999998],[2023.2078857421875]
7/10/2014,[1964.819946],[2041.52685546875]
8/10/2014,[1935.0999760000002],[2036.5987548828125]
9/10/2014,[1968.890015],[2020.29931640625]
10/10/2014,[1928.209961],[2045.535888671875]
13/10/2014,[1906.130005],[2018.9591064453125]
14/10/2014,[1874.7399899999998],[2001.515380859375]
15/10/2014,[1877.699951],[1979.0068359375]
16/10/2014,[1862.4899899999998],[1980.2354736328125]
17/10/2014,[1862.7600100000002],[1966.67578125]
20/10/2014,[1886.7600100000002],[1968.297607421875]
21/10/2014,[1904.0100100000002],[1987.78515625]
22/10/2014,[1941.280029],[1999.83740234375]
23/10/2014,[1927.109985],[2030.435546875]
24/10/2014,[1950.819946],[2009.4403076171875]
27/10/2014,[1964.5799559999998],[2031.8363037109375]
28/10/2014,[1961.630005],[2042.7576904296875]
29/10/2014,[1985.050049],[2035.8046875]
30/10/2014,[1982.300049],[2054.668212890625]
31/10/2014,[1994.6500239999998],[2052.006591796875]
3/11/2014,[2018.050049],[2063.7587890625]
4/11/2014,[2017.810059],[2081.3603515625]
5/11/2014,[2012.0999760000002],[2080.10888671875]
6/11/2014,[2023.569946],[2073.712890625]
7/11/2014,[2031.209961],[2083.40673828125]
10/11/2014,[2031.9200440000002],[2089.18701171875]
11/11/2014,[2038.2600100000002],[2089.118408203125]
12/11/2014,[2039.680054],[2097.87353515625]
13/11/2014,[2038.25],[2097.412109375]
14/11/2014,[2039.3299559999998],[2094.684326171875]
17/11/2014,[2039.819946],[2095.167724609375]
18/11/2014,[2041.319946],[2093.50927734375]
19/11/2014,[2051.800049],[2096.799072265625]
20/11/2014,[2048.719971],[2109.5712890625]
21/11/2014,[2052.75],[2103.556396484375]
24/11/2014,[2063.5],[2108.5400390625]
25/11/2014,[2069.409912],[2124.19921875]
26/11/2014,[2067.030029],[2127.625]
28/11/2014,[2072.830078],[2123.1669921875]
1/12/2014,[2067.560059],[2127.05224609375]
2/12/2014,[2053.439941],[2122.186279296875]
3/12/2014,[2066.550049],[2109.801513671875]
4/12/2014,[2074.330078],[2123.963134765625]
5/12/2014,[2071.919922],[2131.450927734375]
8/12/2014,[2075.3701170000004],[2130.21923828125]
9/12/2014,[2060.310059],[2134.523681640625]
10/12/2014,[2059.820068],[2117.416748046875]
11/12/2014,[2026.140015],[2117.057861328125]
12/12/2014,[2035.3299559999998],[2087.384765625]
15/12/2014,[2002.3299559999998],[2095.93896484375]
16/12/2014,[1989.630005],[2068.15478515625]
17/12/2014,[1972.7399899999998],[2060.637939453125]
18/12/2014,[2012.890015],[2049.619384765625]
19/12/2014,[2061.22998],[2084.344482421875]
22/12/2014,[2070.649902],[2124.29345703125]
23/12/2014,[2078.540039],[2133.889404296875]
24/12/2014,[2082.169922],[2144.15185546875]
26/12/2014,[2081.8798829999996],[2142.910888671875]
29/12/2014,[2088.77002],[2142.37255859375]
30/12/2014,[2090.570068],[2142.15283203125]
31/12/2014,[2080.350098],[2143.491455078125]
2/1/2015,[2058.899902],[2132.666748046875]
5/1/2015,[2058.199951],[2114.101806640625]
6/1/2015,[2020.5799559999998],[2111.58154296875]
7/1/2015,[2002.609985],[2080.163330078125]
8/1/2015,[2025.9000239999998],[2067.679931640625]
9/1/2015,[2062.139893],[2088.104736328125]
12/1/2015,[2044.810059],[2118.990478515625]
13/1/2015,[2028.2600100000002],[2108.270263671875]
14/1/2015,[2023.030029],[2096.58984375]
15/1/2015,[2011.27002],[2089.7880859375]
16/1/2015,[1992.6700440000002],[2070.7509765625]
20/1/2015,[2019.4200440000002],[2053.876708984375]
21/1/2015,[2022.550049],[2077.943359375]
22/1/2015,[2032.119995],[2087.625732421875]
23/1/2015,[2063.149902],[2100.426513671875]
26/1/2015,[2051.820068],[2127.973388671875]
27/1/2015,[2057.090088],[2111.412353515625]
28/1/2015,[2029.550049],[2118.23291015625]
29/1/2015,[2002.160034],[2085.65087890625]
30/1/2015,[2021.25],[2062.520263671875]
2/2/2015,[1994.9899899999998],[2084.8447265625]
3/2/2015,[2020.8499760000002],[2068.44287109375]
4/2/2015,[2050.030029],[2092.38037109375]
5/2/2015,[2041.5100100000002],[2114.605224609375]
6/2/2015,[2062.52002],[2105.945068359375]
9/2/2015,[2055.469971],[2126.733642578125]
10/2/2015,[2046.7399899999998],[2117.421142578125]
11/2/2015,[2068.590088],[2108.86962890625]
12/2/2015,[2068.530029],[2130.279541015625]
13/2/2015,[2088.47998],[2128.729736328125]
17/2/2015,[2096.98999],[2151.45166015625]
18/2/2015,[2100.340088],[2162.32666015625]
19/2/2015,[2099.679932],[2163.985107421875]
20/2/2015,[2097.449951],[2155.39404296875]
23/2/2015,[2110.300049],[2152.15283203125]
24/2/2015,[2109.659912],[2167.652099609375]
25/2/2015,[2115.47998],[2164.937744140625]
26/2/2015,[2113.860107],[2178.001220703125]
27/2/2015,[2110.73999],[2175.4658203125]
2/3/2015,[2104.5],[2171.81298828125]
3/3/2015,[2117.389893],[2163.384033203125]
4/3/2015,[2107.780029],[2172.962158203125]
5/3/2015,[2098.530029],[2161.84912109375]
6/3/2015,[2101.040039],[2153.885986328125]
9/3/2015,[2071.26001],[2159.2158203125]
10/3/2015,[2079.429932],[2129.09521484375]
11/3/2015,[2044.160034],[2139.204833984375]
12/3/2015,[2040.2399899999998],[2102.2724609375]
13/3/2015,[2065.949951],[2098.336669921875]
16/3/2015,[2053.399902],[2124.256591796875]
17/3/2015,[2081.189941],[2111.56103515625]
18/3/2015,[2074.280029],[2144.247802734375]
19/3/2015,[2099.5],[2132.3681640625]
20/3/2015,[2089.27002],[2160.577392578125]
23/3/2015,[2108.100098],[2142.8154296875]
24/3/2015,[2104.419922],[2166.70849609375]
25/3/2015,[2091.5],[2164.05810546875]
26/3/2015,[2061.050049],[2148.897216796875]
27/3/2015,[2056.149902],[2121.767578125]
30/3/2015,[2061.02002],[2109.048095703125]
31/3/2015,[2086.23999],[2119.949462890625]
1/4/2015,[2067.889893],[2143.328369140625]
2/4/2015,[2059.689941],[2127.097900390625]
6/4/2015,[2066.959961],[2117.40380859375]
7/4/2015,[2080.6201170000004],[2129.19189453125]
8/4/2015,[2076.330078],[2139.925048828125]
9/4/2015,[2081.899902],[2135.378173828125]
10/4/2015,[2091.179932],[2139.0380859375]
13/4/2015,[2102.060059],[2150.664306640625]
14/4/2015,[2092.429932],[2161.480712890625]
15/4/2015,[2095.840088],[2150.190185546875]
16/4/2015,[2106.6298829999996],[2153.40380859375]
17/4/2015,[2104.98999],[2165.885498046875]
20/4/2015,[2081.179932],[2159.957763671875]
21/4/2015,[2100.399902],[2134.0908203125]
22/4/2015,[2097.290039],[2159.7421875]
23/4/2015,[2107.959961],[2161.97607421875]
24/4/2015,[2112.929932],[2170.921142578125]
27/4/2015,[2117.689941],[2171.617431640625]
28/4/2015,[2108.919922],[2176.908447265625]
29/4/2015,[2114.76001],[2173.220458984375]
30/4/2015,[2106.850098],[2175.760498046875]
1/5/2015,[2085.51001],[2164.6279296875]
4/5/2015,[2108.290039],[2142.3720703125]
5/5/2015,[2114.48999],[2170.635498046875]
6/5/2015,[2089.459961],[2172.666015625]
7/5/2015,[2080.149902],[2148.178466796875]
8/5/2015,[2088.0],[2141.274658203125]
11/5/2015,[2116.100098],[2148.835205078125]
12/5/2015,[2105.330078],[2171.76171875]
13/5/2015,[2099.1201170000004],[2159.83447265625]
14/5/2015,[2098.47998],[2156.18408203125]
15/5/2015,[2121.100098],[2158.354248046875]
18/5/2015,[2122.72998],[2181.39306640625]
19/5/2015,[2129.199951],[2179.376708984375]
20/5/2015,[2127.830078],[2186.087646484375]
21/5/2015,[2125.850098],[2190.15185546875]
22/5/2015,[2130.820068],[2185.52197265625]
26/5/2015,[2126.060059],[2187.85205078125]
27/5/2015,[2104.199951],[2182.545166015625]
28/5/2015,[2123.47998],[2165.10546875]
29/5/2015,[2120.790039],[2182.055419921875]
1/6/2015,[2107.389893],[2173.562255859375]
2/6/2015,[2111.72998],[2162.402099609375]
3/6/2015,[2109.600098],[2176.080322265625]
4/6/2015,[2114.070068],[2171.5224609375]
5/6/2015,[2095.840088],[2172.090576171875]
8/6/2015,[2092.830078],[2148.422607421875]
9/6/2015,[2079.280029],[2149.71630859375]
10/6/2015,[2080.149902],[2137.143310546875]
11/6/2015,[2105.199951],[2136.428466796875]
12/6/2015,[2108.860107],[2159.6767578125]
15/6/2015,[2094.110107],[2165.135498046875]
16/6/2015,[2084.429932],[2154.396484375]
17/6/2015,[2096.290039],[2138.797119140625]
18/6/2015,[2100.439941],[2150.01171875]
19/6/2015,[2121.23999],[2155.083984375]
22/6/2015,[2109.98999],[2181.41015625]
23/6/2015,[2122.850098],[2169.897216796875]
24/6/2015,[2124.199951],[2184.800537109375]
25/6/2015,[2108.580078],[2186.50390625]
26/6/2015,[2102.310059],[2165.979248046875]
29/6/2015,[2101.48999],[2159.86572265625]
30/6/2015,[2057.639893],[2158.82177734375]
1/7/2015,[2063.110107],[2117.401611328125]
2/7/2015,[2077.419922],[2122.287841796875]
6/7/2015,[2076.780029],[2144.84765625]
7/7/2015,[2068.76001],[2143.709228515625]
8/7/2015,[2081.340088],[2131.9775390625]
9/7/2015,[2046.680054],[2139.315673828125]
10/7/2015,[2051.310059],[2107.084228515625]
13/7/2015,[2076.6201170000004],[2114.65380859375]
14/7/2015,[2099.600098],[2139.028564453125]
15/7/2015,[2108.949951],[2158.09521484375]
16/7/2015,[2107.399902],[2173.399658203125]
17/7/2015,[2124.290039],[2168.919921875]
20/7/2015,[2126.639893],[2185.40087890625]
21/7/2015,[2128.280029],[2185.9267578125]
22/7/2015,[2119.209961],[2187.26318359375]
23/7/2015,[2114.149902],[2171.70556640625]
24/7/2015,[2102.149902],[2171.148681640625]
27/7/2015,[2079.649902],[2162.54345703125]
28/7/2015,[2067.639893],[2138.22802734375]
29/7/2015,[2093.25],[2126.900634765625]
30/7/2015,[2108.570068],[2151.7041015625]
31/7/2015,[2108.6298829999996],[2168.536376953125]
3/8/2015,[2103.840088],[2168.3984375]
4/8/2015,[2098.040039],[2168.938232421875]
5/8/2015,[2093.320068],[2163.33203125]
6/8/2015,[2099.840088],[2154.8115234375]
7/8/2015,[2083.560059],[2155.750732421875]
10/8/2015,[2077.570068],[2138.921875]
11/8/2015,[2104.179932],[2136.742431640625]
12/8/2015,[2084.070068],[2164.953857421875]
13/8/2015,[2086.050049],[2140.171875]
14/8/2015,[2083.389893],[2144.60107421875]
17/8/2015,[2091.540039],[2142.051513671875]
18/8/2015,[2102.439941],[2147.677001953125]
19/8/2015,[2096.919922],[2158.81640625]
20/8/2015,[2079.610107],[2154.926513671875]
21/8/2015,[2035.72998],[2142.4716796875]
24/8/2015,[1970.890015],[2100.60986328125]
25/8/2015,[1893.209961],[2049.546142578125]
26/8/2015,[1867.609985],[1985.4066162109375]
27/8/2015,[1940.5100100000002],[1978.522705078125]
28/8/2015,[1987.660034],[2030.4388427734375]
31/8/2015,[1988.869995],[2071.077880859375]
1/9/2015,[1972.180054],[2070.267822265625]
2/9/2015,[1913.8499760000002],[2051.59716796875]
3/9/2015,[1948.859985],[2011.643310546875]
4/9/2015,[1951.130005],[2029.613525390625]
8/9/2015,[1921.219971],[2023.6551513671875]
9/9/2015,[1969.410034],[2007.1536865234375]
10/9/2015,[1942.040039],[2054.994384765625]
11/9/2015,[1952.290039],[2031.6485595703125]
14/9/2015,[1961.050049],[2037.2216796875]
15/9/2015,[1953.030029],[2035.265869140625]
